match_id,player_id,shot_statsbomb_xg,shots
7298,4638.0,0.13074571000000001,2
7298,4641.0,0.6154345349999999,7
7298,4642.0,0.37386780399999997,2
7298,4643.0,0.149029475,3
7298,4647.0,0.22084985299999998,3
7298,4654.0,0.787383165,3
7298,4659.0,0.7087863970000001,6
7298,4660.0,0.24939088599999998,2
7298,5088.0,0.64861104,2
7298,10172.0,0.05569606,1
7298,10395.0,0.025282087,1
7298,17524.0,0.115405601,2
19714,4638.0,0.115161347,2
19714,4641.0,0.06865831,1
19714,4643.0,0.083978571,2
19714,4647.0,0.21131885,2
19714,4650.0,0.013480071,1
19714,4654.0,0.40937920499999997,4
19714,4659.0,0.245255116,4
19714,4660.0,0.041644186,1
19714,10185.0,0.2630943337,4
19714,10395.0,0.038786244,1
19714,15547.0,0.122051256,3
19714,15550.0,0.162156349,2
19714,15553.0,0.068355426,2
19714,17524.0,0.33974010600000004,2
19715,16383.0,0.13153723,1
19715,16384.0,0.01292546,1
19715,16386.0,0.0777821577,3
19715,16388.0,0.111033037,2
19715,16390.0,0.06151643,1
19715,16394.0,0.117663756,1
19715,16399.0,0.056464955,1
19715,16400.0,0.38072514,2
19715,20035.0,0.31304544,1
19716,10251.0,0.104847251,3
19716,15703.0,0.15655507,1
19716,15706.0,0.094557928,2
19716,15710.0,0.025347015,1
19716,15714.0,0.06901043,1
19716,15716.0,0.03372398,1
19716,15718.0,0.7792396500000001,3
19716,15720.0,0.022801632,1
19716,15721.0,0.43959992699999995,5
19716,15723.0,1.107850729,9
19716,15724.0,0.03197996,1
19716,15725.0,0.12828664,3
19716,15726.0,0.952978141,3
19716,18149.0,0.12698269,1
19717,10179.0,0.26270437,1
19717,10192.0,0.13141444200000002,3
19717,10405.0,0.06127211,1
19717,10658.0,0.07366535,1
19717,15611.0,0.012535886,1
19717,15613.0,0.059238396,2
19717,15614.0,0.05551123,1
19717,15616.0,0.2153955,1
19717,15619.0,0.38658977,1
19717,15620.0,0.05904745,2
19717,15621.0,0.39591428,2
19717,15623.0,1.730436955,9
19717,15628.0,0.257635599,3
19717,15631.0,0.17858976,1
19717,19416.0,0.028098317,1
19718,10180.0,0.57852521,5
19718,15558.0,0.06775143,1
19718,15562.0,0.08107362,1
19718,15563.0,0.307256247,4
19718,15564.0,0.177895117,2
19718,15567.0,0.02045377,1
19718,15569.0,0.310949459,3
19718,15570.0,0.16068959,1
19718,15572.0,0.05961138,1
19718,15574.0,0.08791981,1
19718,15580.0,0.25703333,2
19718,19501.0,0.15148168,2
19719,4653.0,0.16309458,1
19719,10198.0,0.053948115000000005,2
19719,10251.0,0.06420899999999999,2
19719,15720.0,0.026004285,1
19719,15721.0,0.13469072999999998,2
19719,15723.0,0.36398409,2
19719,18144.0,0.19978166,1
19719,18146.0,0.011956343,1
19719,18149.0,0.194646336,3
19719,18150.0,0.048571244,1
19719,18153.0,0.07077117,1
19719,18157.0,0.297576257,3
19719,18159.0,0.12884943,2
19720,4633.0,0.09020685,1
19720,4641.0,0.6510027389999999,5
19720,4642.0,0.13319048,2
